"ENSEMBL","SYMBOL","GENENAME","ENTREZID","CHR"
"ENSMUSG00000033751","Gadd45gip1","growth arrest and DNA-damage-inducible, gamma interacting protein 1","102060","8"
"ENSMUSG00000014782","Plekhg4","pleckstrin homology domain containing, family G (with RhoGef domain) member 4","102075","8"
"ENSMUSG00000036879","Phkb","phosphorylase kinase beta","102093","8"
"ENSMUSG00000004568","Arhgef18","Rho/Rac guanine nucleotide exchange factor 18","102098","8"
"ENSMUSG00000045636","Mtus1","mitochondrial tumor suppressor 1","102103","8"
"ENSMUSG00000078440","Dohh","deoxyhypusine hydroxylase/monooxygenase","102115","10"
"ENSMUSG00000031774","Psme3ip1","proteasome activator subunit 3 interacting protein 1","102122","8"
"ENSMUSG00000013155","Enkd1","enkurin domain containing 1","102124","8"
"ENSMUSG00000096957","E230013L22Rik","RIKEN cDNA E230013L22 gene","102132","8"
"ENSMUSG00000038291","Snx25","sorting nexin 25","102141","8"
"ENSMUSG00000038697","Taf5l","TATA-box binding protein associated factor 5 like","102162","8"
"ENSMUSG00000037134","Prmt9","protein arginine methyltransferase 9","102182","8"
"ENSMUSG00000031823","Zdhhc7","zinc finger, DHHC domain containing 7","102193","8"
"ENSMUSG00000011837","Snapc2","small nuclear RNA activating complex, polypeptide 2","102209","8"
"ENSMUSG00000031545","Gpat4","glycerol-3-phosphate acyltransferase 4","102247","8"
"ENSMUSG00000034796","Cpne7","copine VII","102278","8"
"ENSMUSG00000079057","Cyp4v3","cytochrome P450, family 4, subfamily v, polypeptide 3","102294","8"
"ENSMUSG00000038506","Dcun1d2","defective in cullin neddylation 1 domain containing 2","102323","8"
"ENSMUSG00000031508","Ankrd10","ankyrin repeat domain 10","102334","8"
"ENSMUSG00000031753","Cog4","component of oligomeric golgi complex 4","102339","8"
"ENSMUSG00000041361","Myzap","myocardial zonula adherens protein","102371","9"
"ENSMUSG00000032316","Clk3","CDC-like kinase 3","102414","9"
"ENSMUSG00000032119","Hinfp","histone H4 transcription factor","102423","9"
"ENSMUSG00000035202","Lars2","leucyl-tRNA synthetase, mitochondrial","102436","9"
"ENSMUSG00000053641","Dennd4a","DENN domain containing 4A","102442","9"
"ENSMUSG00000035769","Xylb","xylulokinase homolog (H. influenzae)","102448","9"
"ENSMUSG00000032288","Imp3","IMP3, U3 small nucleolar ribonucleoprotein","102462","9"
"ENSMUSG00000049493","Pls1","plastin 1 (I-isoform)","102502","9"
"ENSMUSG00000032436","Cmtm7","CKLF-like MARVEL transmembrane domain containing 7","102545","9"
"ENSMUSG00000037949","Ano10","anoctamin 10","102566","9"
"ENSMUSG00000074028","Slc22a13","solute carrier family 22 (organic cation transporter), member 13","102570","9"
"ENSMUSG00000032059","Alg9","ALG9 alpha-1,2-mannosyltransferase","102580","9"
"ENSMUSG00000050721","Plekho2","pleckstrin homology domain containing, family O member 2","102595","9"
"ENSMUSG00000031993","Snx19","sorting nexin 19","102607","9"
"ENSMUSG00000062309","Rpp25","ribonuclease P/MRP 25 subunit","102614","9"
"ENSMUSG00000032577","Mapkapk3","mitogen-activated protein kinase-activated protein kinase 3","102626","9"
"ENSMUSG00000090150","Acad11","acyl-Coenzyme A dehydrogenase family, member 11","102632","9"
"ENSMUSG00000032014","Oaf","out at first homolog","102644","9"
"ENSMUSG00000035914","Cd276","CD276 antigen","102657","9"
"ENSMUSG00000036814","Slc6a20a","solute carrier family 6 (neurotransmitter transporter), member 20A","102680","9"
"ENSMUSG00000109890","AU023762","expressed sequence AU023762","102688","9"
"ENSMUSG00000048537","Phldb1","pleckstrin homology like domain, family B, member 1","102693","9"
"ENSMUSG00000086381","AV064505","expressed sequence AV064505","102722","9"
"ENSMUSG00000047766","Lrrc49","leucine rich repeat containing 49","102747","9"
"ENSMUSG00000025235","Bbs4","Bardet-Biedl syndrome 4","102774","9"
"ENSMUSG00000039461","Tcta","T cell leukemia translocation altered gene","102791","9"
"ENSMUSG00000019558","Slc6a8","solute carrier family 6 (neurotransmitter transporter, creatine), member 8","102857","X"
"ENSMUSG00000016382","Pls3","plastin 3 (T-isoform)","102866","X"
"ENSMUSG00000042498","Radx","RPA1 related single stranded DNA binding protein, X-linked","102871","X"
"ENSMUSG00000031262","Cenpi","centromere protein I","102920","X"
"ENSMUSG00000087119","Atg4a-ps","autophagy related 4A, pseudogene","102926","3"
"ENSMUSG00000052364","B630019K06Rik","F-box and leucine-rich repeat protein 17 pseudogene","102941","X"
"ENSMUSG00000073293","Nudt10","nudix hydrolase 10","102954","X"
"ENSMUSG00000073294","Ezhip","EZH inhibitory protein","102991","X"
"ENSMUSG00000085396","Firre","functional intergenic repeating RNA element","103012","X"
"ENSMUSG00000019917","Septin10","septin 10","103080","10"
"ENSMUSG00000019894","Slc6a15","solute carrier family 6 (neurotransmitter transporter), member 15","103098","10"
"ENSMUSG00000005682","Pan2","PAN2 poly(A) specific ribonuclease subunit","103135","10"
"ENSMUSG00000001785","Pwp1","PWP1 homolog, endonuclein","103136","10"
"ENSMUSG00000001665","Gstt3","glutathione S-transferase, theta 3","103140","10"
"ENSMUSG00000056148","Rdh9","retinol dehydrogenase 9","103142","10"
"ENSMUSG00000033427","Upb1","ureidopropionase, beta","103149","10"
"ENSMUSG00000047631","Apof","apolipoprotein F","103161","10"
"ENSMUSG00000049422","Chchd10","coiled-coil-helix-coiled-coil-helix domain containing 10","103172","10"
"ENSMUSG00000031294","D630029K05Rik","RIKEN cDNA D630029K05 gene","103175","10"
"ENSMUSG00000038417","Fig4","FIG4 phosphoinositide 5-phosphatase","103199","10"
"ENSMUSG00000019842","Traf3ip2","TRAF3 interacting protein 2","103213","10"
"ENSMUSG00000112230","Ifngas1","Ifng antisense RNA 1","103214","10"
"ENSMUSG00000044937","Ttc41","tetratricopeptide repeat domain 41","103220","10"
"ENSMUSG00000087672","Gm15122","predicted gene 15122","103232","10"
"ENSMUSG00000003345","Csnk1g2","casein kinase 1, gamma 2","103236","10"
"ENSMUSG00000060935","Tmem263","transmembrane protein 263","103266","10"
"ENSMUSG00000019813","Cep57l1","centrosomal protein 57-like 1","103268","10"
"ENSMUSG00000039810","Zc3h10","zinc finger CCCH type containing 10","103284","10"
"ENSMUSG00000034949","Zfr2","zinc finger RNA binding protein 2","103406","10"
"ENSMUSG00000020238","Ncln","nicalin","103425","10"
"ENSMUSG00000054027","Nt5dc3","5'-nucleotidase domain containing 3","103466","10"
"ENSMUSG00000112743","Nt5dc3","5'-nucleotidase domain containing 3","103466","10"
"ENSMUSG00000052798","Nup107","nucleoporin 107","103468","10"
"ENSMUSG00000091526","BB019430","expressed sequence BB019430","103505","10"
"ENSMUSG00000049872","Calhm5","calcium homeostasis modulator family member 5","103511","10"
"ENSMUSG00000120695","BB187676","expressed sequence BB187676","103517","10"
"ENSMUSG00000036620","Mgat4b","mannoside acetylglucosaminyltransferase 4, isoenzyme B","103534","11"
"ENSMUSG00000059474","Mbtd1","mbt domain containing 1","103537","11"
"ENSMUSG00000043439","Epop","elongin BC and polycomb repressive complex 2 associated protein","103551","11"
"ENSMUSG00000040850","Psme4","proteasome (prosome, macropain) activator subunit 4","103554","11"
"ENSMUSG00000020290","Xpo1","exportin 1","103573","11"
"ENSMUSG00000020271","Fbxw11","F-box and WD-40 domain protein 11","103583","11"
"ENSMUSG00000019368","Sec14l4","SEC14-like lipid binding 4","103655","11"
"ENSMUSG00000038290","Smg6","SMG6 nonsense mediated mRNA decay factor","103677","11"
"ENSMUSG00000004394","Tmed4","transmembrane p24 trafficking protein 4","103694","11"
"ENSMUSG00000048807","Slc35e4","solute carrier family 35, member E4","103710","11"
"ENSMUSG00000018659","Pnpo","pyridoxine 5'-phosphate oxidase","103711","11"
"ENSMUSG00000018451","6330403K07Rik","RIKEN cDNA 6330403K07 gene","103712","11"
"ENSMUSG00000034412","Tbc1d10a","TBC1 domain family, member 10a","103724","11"
"ENSMUSG00000035198","Tubg1","tubulin, gamma 1","103733","11"
"ENSMUSG00000018733","Pex12","peroxisomal biogenesis factor 12","103737","11"
"ENSMUSG00000002580","Mien1","migration and invasion enhancer 1","103742","11"
"ENSMUSG00000035413","Tmem98","transmembrane protein 98","103743","11"
"ENSMUSG00000049904","Tmem17","transmembrane protein 17","103765","11"
"ENSMUSG00000045007","Tubg2","tubulin, gamma 2","103768","11"
"ENSMUSG00000011486","Slc25a41","solute carrier family 25, member 41","103775","17"
"ENSMUSG00000078970","Dnaaf10","dynein axonemal assembly factor 10","103784","11"
"ENSMUSG00000050567","Maml1","mastermind like transcriptional coactivator 1","103806","11"
"ENSMUSG00000037243","Zfp692","zinc finger protein 692","103836","11"
"ENSMUSG00000057054","Inca1","inhibitor of CDK, cyclin A1 interacting protein 1","103844","11"
"ENSMUSG00000032615","Nt5m","5',3'-nucleotidase, mitochondrial","103850","11"
"ENSMUSG00000075588","Hoxb2","homeobox B2","103889","11"
"ENSMUSG00000118866","Rn7s1","7S RNA 1","103948","12"
"ENSMUSG00000118841","Rn7s2","7S RNA 2","103949","12"
"ENSMUSG00000030062","Rpn1","ribophorin I","103963","6"
"ENSMUSG00000036938","Try5","trypsin 5","103964","6"
"ENSMUSG00000040265","Dnm3","dynamin 3","103967","1"
"ENSMUSG00000030546","Plin1","perilipin 1","103968","7"
"ENSMUSG00000022112","Gpc5","glypican 5","103978","14"
"ENSMUSG00000041798","Gck","glucokinase","103988","11"
"ENSMUSG00000021087","Rtn1","reticulon 1","104001","12"
"ENSMUSG00000021439","Ctsq","cathepsin Q","104002","13"
"ENSMUSG00000033684","Qsox1","quiescin Q6 sulfhydryl oxidase 1","104009","1"
"ENSMUSG00000053166","Cdh22","cadherin 22","104010","2"
"ENSMUSG00000022973","Synj1","synaptojanin 1","104015","16"
"ENSMUSG00000043079","Synpo","synaptopodin","104027","18"
"ENSMUSG00000034891","Sncb","synuclein, beta","104069","13"
"ENSMUSG00000046719","Nxph3","neurexophilin 3","104079","11"
"ENSMUSG00000040258","Nxph4","neurexophilin 4","104080","10"
"ENSMUSG00000040560","Wdr7","WD repeat domain 7","104082","18"
"ENSMUSG00000026170","Cyp27a1","cytochrome P450, family 27, subfamily a, polypeptide 1","104086","1"
"ENSMUSG00000039115","Itga9","integrin alpha 9","104099","9"
"ENSMUSG00000078247","Airn","antisense Igf2r RNA","104103","17"
"ENSMUSG00000022220","Adcy4","adenylate cyclase 4","104110","14"
"ENSMUSG00000020654","Adcy3","adenylate cyclase 3","104111","12"
"ENSMUSG00000020917","Acly","ATP citrate lyase","104112","11"
"ENSMUSG00000031059","Ndufb11","NADH:ubiquinone oxidoreductase subunit B11","104130","X"
"ENSMUSG00000013089","Etv5","ets variant 5","104156","16"
"ENSMUSG00000056973","Ces1d","carboxylesterase 1D","104158","8"
"ENSMUSG00000024827","Gldc","glycine decarboxylase","104174","19"
"ENSMUSG00000042978","Sbk1","SH3-binding kinase 1","104175","7"
"ENSMUSG00000063779","Chil4","chitinase-like 4","104183","3"
"ENSMUSG00000020840","Blmh","bleomycin hydrolase","104184","11"
"ENSMUSG00000024143","Rhoq","ras homolog family member Q","104215","17"
"ENSMUSG00000039728","Slc6a5","solute carrier family 6 (neurotransmitter transporter, glycine), member 5","104245","7"
"ENSMUSG00000020196","Cabin1","calcineurin binding protein 1","104248","10"
"ENSMUSG00000045664","Cdc42ep2","CDC42 effector protein 2","104252","19"
"ENSMUSG00000053470","Kdm3a","lysine (K)-specific demethylase 3A","104263","6"
"ENSMUSG00000009628","Tex15","testis expressed gene 15 meiosis and synapsis associated","104271","8"
"ENSMUSG00000060904","Arl1","ADP-ribosylation factor-like 1","104303","10"
"ENSMUSG00000065176","Rnu12","RNA U12, small nuclear","104307","15"
"ENSMUSG00000025162","Csnk1d","casein kinase 1, delta","104318","11"
"ENSMUSG00000040220","Gas8","growth arrest specific 8","104346","8"
"ENSMUSG00000068134","Zfp120","zinc finger protein 120","104348","2"
"ENSMUSG00000057835","Zfp119a","zinc finger protein 119a","104349","17"
"ENSMUSG00000032318","Isl2","insulin related protein 2 (islet 2)","104360","9"
"ENSMUSG00000026650","Meig1","meiosis expressed gene 1","104362","2"
"ENSMUSG00000077709","Snora64","small nucleolar RNA, H/ACA box 64","104366","17"
"ENSMUSG00000065124","Snora65","small nucleolar RNA, H/ACA box 65","104367","2"
"ENSMUSG00000119320","Snora70","small nucleolar RNA, H/ACA box 70","104368","X"
"ENSMUSG00000065642","Snora69","small nucleolar RNA, H/ACA box 69","104369","X"
"ENSMUSG00000034384","Barhl2","BarH like homeobox 2","104382","5"
"ENSMUSG00000024968","Rcor2","REST corepressor 2","104383","19"
"ENSMUSG00000068048","Rhox9","reproductive homeobox 9","104384","X"
"ENSMUSG00000014859","E2f4","E2F transcription factor 4","104394","8"
"ENSMUSG00000054874","Pcnx3","pecanex homolog 3","104401","19"
"ENSMUSG00000021901","Bap1","Brca1 associated protein 1","104416","14"
"ENSMUSG00000040479","Dgkz","diacylglycerol kinase zeta","104418","2"
"ENSMUSG00000064925","Snora62","small nucleolar RNA, H/ACA box 62","104433","9"
"ENSMUSG00000035528","Npffr2","neuropeptide FF receptor 2","104443","5"
"ENSMUSG00000032026","Rexo2","RNA exonuclease 2","104444","9"
"ENSMUSG00000049521","Cdc42ep1","CDC42 effector protein 1","104445","15"
"ENSMUSG00000020831","0610010K14Rik","RIKEN cDNA 0610010K14 gene","104457","11"
"ENSMUSG00000018848","Rars1","arginyl-tRNA synthetase 1","104458","11"
"ENSMUSG00000020482","Ccdc117","coiled-coil domain containing 117","104479","11"
"ENSMUSG00000091523","AU040972","expressed sequence AU040972","104522","11"
"ENSMUSG00000020463","Ppp4r3b","protein phosphatase 4 regulatory subunit 3B","104570","11"
"ENSMUSG00000046215","Rprml","reprimo-like","104582","11"
"ENSMUSG00000039110","Mycbpap","MYCBP associated protein","104601","11"
"ENSMUSG00000020362","Cnot6","CCR4-NOT transcription complex, subunit 6","104625","11"
"ENSMUSG00000038335","Tsr1","TSR1 20S rRNA accumulation","104662","11"
"ENSMUSG00000041920","Slc16a6","solute carrier family 16 (monocarboxylic acid transporters), member 6","104681","11"
"ENSMUSG00000086386","Gm12108","predicted gene 12108","104692","11"
"ENSMUSG00000046207","Pik3r6","phosphoinositide-3-kinase regulatory subunit 5","104709","11"
"ENSMUSG00000033530","Ttc7b","tetratricopeptide repeat domain 7B","104718","12"
"ENSMUSG00000037149","Ddx1","DEAD box helicase 1","104721","12"
"ENSMUSG00000044408","Sptssa","serine palmitoyltransferase, small subunit A","104725","12"
"ENSMUSG00000037466","Tedc1","tubulin epsilon and delta complex 1","104732","12"
"ENSMUSG00000052160","Pld4","phospholipase D family member 4","104759","12"
"ENSMUSG00000005078","Jkamp","JNK1/MAPK8-associated membrane protein","104771","12"
"ENSMUSG00000021238","Aldh6a1","aldehyde dehydrogenase family 6, subfamily A1","104776","12"
"ENSMUSG00000112343","Sfta3-ps","surfactant associated 3, pseudogene","104798","12"
"ENSMUSG00000021038","Vipas39","VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog","104799","12"
"ENSMUSG00000055884","Fancm","Fanconi anemia, complementation group M","104806","12"
"ENSMUSG00000037686","Aspg","asparaginase","104816","12"
"ENSMUSG00000036057","Ptpn23","protein tyrosine phosphatase, non-receptor type 23","104831","9"
"ENSMUSG00000020659","Cbll1","Casitas B-lineage lymphoma-like 1","104836","12"
"ENSMUSG00000021275","Tecpr2","tectonin beta-propeller repeat containing 2","104859","12"
"ENSMUSG00000021007","Spata7","spermatogenesis associated 7","104871","12"
"ENSMUSG00000021177","Tdp1","tyrosyl-DNA phosphodiesterase 1","104884","12"
"ENSMUSG00000054013","Tmem179","transmembrane protein 179","104885","12"
"ENSMUSG00000021062","Rab15","RAB15, member RAS oncogene family","104886","12"
"ENSMUSG00000048856","Slc25a47","solute carrier family 25, member 47","104910","12"
"ENSMUSG00000020629","Adi1","acireductone dioxygenase 1","104923","12"
"ENSMUSG00000036136","Fam110c","family with sequence similarity 110, member C","104943","12"
"ENSMUSG00000042523","Dnal1","dynein, axonemal, light chain 1","105000","12"
"ENSMUSG00000020607","Lratd1","LRAT domain containing 1","105005","12"
"ENSMUSG00000020621","Rdh14","retinol dehydrogenase 14 (all-trans and 9-cis)","105014","12"
"ENSMUSG00000042275","Pelo","pelota mRNA surveillance and ribosome rescue factor","105083","13"
"ENSMUSG00000114780","AI197445","expressed sequence AI197445","105120","13"
"ENSMUSG00000037851","Iars1","isoleucyl-tRNA synthetase 1","105148","13"
"ENSMUSG00000074794","Arrdc3","arrestin domain containing 3","105171","13"
"ENSMUSG00000044231","Nhlrc1","NHL repeat containing 1","105193","13"
"ENSMUSG00000033799","Tasor2","transcription activation suppressor family member 2","105203","13"
"ENSMUSG00000034928","Rnf44","ring finger protein 44","105239","13"
"ENSMUSG00000036123","Slc9a3","solute carrier family 9 (sodium/hydrogen exchanger), member 3","105243","13"
"ENSMUSG00000038991","Txndc5","thioredoxin domain containing 5","105245","13"
"ENSMUSG00000057649","Brd9","bromodomain containing 9","105246","13"
"ENSMUSG00000021483","Cdk20","cyclin dependent kinase 20","105278","13"
"ENSMUSG00000051606","E030046B03Rik","RIKEN cDNA E030046B03 gene","105283","13"
"ENSMUSG00000002808","Epdr1","ependymin related 1","105298","13"
"ENSMUSG00000021556","Golm1","golgi membrane protein 1","105348","13"
"ENSMUSG00000021214","Akr1c18","aldo-keto reductase family 1, member C18","105349","13"
"ENSMUSG00000039182","AW209491","expressed sequence AW209491","105351","13"
"ENSMUSG00000069255","Dusp22","dual specificity phosphatase 22","105352","13"
"ENSMUSG00000036083","Slc17a3","solute carrier family 17 (sodium phosphate), member 3","105355","13"
"ENSMUSG00000087334","AW495222","expressed sequence AW495222","105364","13"
"ENSMUSG00000041747","Utp15","UTP15 small subunit processome component","105372","13"
"ENSMUSG00000021597","Slf1","SMC5-SMC6 complex localization factor 1","105377","13"
"ENSMUSG00000033715","Akr1c14","aldo-keto reductase family 1, member C14","105387","13"
"ENSMUSG00000121465","E330034G19Rik","RIKEN cDNA E330034G19 gene","105418","14"
"ENSMUSG00000039599","Fam149b","family with sequence similarity 149, member B","105428","14"
"ENSMUSG00000055717","Slain1","SLAIN motif family, member 1","105439","14"
"ENSMUSG00000034327","Kctd9","potassium channel tetramerisation domain containing 9","105440","14"
"ENSMUSG00000025558","Dock9","dedicator of cytokinesis 9","105445","14"
